,TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR)
1649,T21651,C7941548,1989-01-17,F,BAMBOLIM,14053.53,2016-09-23,195407,983.0
1650,T21652,C2315849,1979-05-28,F,AGRA,36528.11,2016-09-23,201122,1000.0
1651,T21653,C8122966,1985-03-07,F,BANGALORE,35026.25,2016-09-23,200154,325.0
1652,T21654,C6327553,1992-04-15,M,BALLIA,7018.02,2016-09-23,122758,40.0
1653,T21655,C8960784,1991-08-13,M,MOGRI,866.52,2016-09-23,124808,100.0
1654,T21656,C4987279,1986-10-08,F,CHENNAI,63712.31,2016-09-23,134128,100.0
1655,T21657,C8415185,1992-02-20,M,NEW DELHI,253453.24,2016-09-23,121546,550.0
1656,T21658,C1913429,1986-08-28,M,NEW DELHI,325820.72,2016-09-23,192402,200.0
1657,T21659,C1935873,1971-04-07,M,MUMBAI,1562597.72,2016-09-23,193050,1490.0
1658,T21660,C2335816,1973-04-09,M,GURGAON,47009.63,2016-09-23,193457,2030.0
1659,T21661,C4029042,1986-09-05,F,MUMBAI,8138.0,2016-09-23,200535,450.0
1660,T21662,C5640919,1974-12-30,M,MUMBAI,275807.73,2016-09-23,194721,998.0
1661,T21663,C4579051,1954-12-15,M,MUMBAI,12942.9,2016-09-23,195735,235.0
1662,T21664,C6938514,1990-01-07,M,HOWRAH,16168.73,2016-09-23,130536,32.0
1663,T21665,C7332326,1947-01-07,M,NEW DELHI,187.48,2016-09-23,121546,120.0
1664,T21666,C7930775,1980-04-26,M,MUMBAI,40296.16,2016-09-23,122358,2131.0
1665,T21667,C8328540,1983-04-13,F,INDORE,44096.77,2016-09-23,122609,1200.0
1666,T21668,C8949552,1985-12-07,F,TRIPURA AGARTALA,63092.35,2016-09-23,192326,606.9
1667,T21669,C1332838,1974-05-29,M,CHENNAI,7077.57,2016-09-23,192235,471.0
1668,T21670,C3220886,1990-12-13,M,NORTH 24 PARGANAS,573.55,2016-09-23,192445,100.0
1669,T21671,C3223423,1993-02-13,M,DELHI,173.88,2016-09-23,192638,564.0
1670,T21672,C3322866,1989-02-07,M,BANGALORE,2748.71,2016-09-23,202028,750.0
1671,T21673,C8719335,1983-08-26,F,BARIATU ROAD RANCHI RANCHI,15221.64,2016-09-23,124849,1884.0
1672,T21674,C3428792,1981-01-18,F,MUMBAI,127701.8,2016-09-23,125119,329.0
1673,T21675,C1612886,1958-07-05,F,GURGAON,6553.94,2016-09-23,121910,1646.0
1674,T21676,C9029323,1982-01-01,M,HARIDWAR,3.77,2016-09-27,140120,644.84
1676,T21678,C4759969,1993-07-23,M,GURGAON,6088.47,2016-09-23,200001,10.0
1677,T21679,C8816166,1988-01-01,M,BANGALORE,2099.43,2016-09-23,195459,1198.0
1678,T21680,C6189717,1989-02-19,F,BAPAT MARG ELEPHISTONE RD W MUMBAI,722593.12,2016-09-23,195500,203.0
1679,T21681,C2158338,1981-07-04,F,BANGALORE,26580.57,2016-09-23,194254,1008.5
1680,T21682,C4734560,1986-02-02,M,RAIGARH,136549.13,2016-09-23,194742,200.0
1681,T21683,C4718378,1970-10-12,F,BANGALORE,486416.74,2016-09-23,194749,2935.0
1682,T21684,C3622419,1998-06-26,M,JAIPUR,18590.73,2016-09-23,195234,100.0
1683,T21685,C7836062,1994-10-23,M,NEW DELHI,75559.13,2016-09-23,203836,300.0
1684,T21686,C8593482,1992-07-11,M,CHENNAI,7123.08,2016-09-27,134900,339.0
1685,T21687,C6787116,1976-02-25,M,NOIDA,61673.6,2016-09-27,135433,510.0
1686,T21688,C5936351,1990-01-01,M,NASHIK,3997.14,2016-09-27,135736,200.0
1687,T21689,C2635119,1993-08-05,M,FARIDABAD,4205.36,2016-09-23,191226,50.0
1688,T21690,C3511169,1982-05-25,M,MUMBAI,671985.23,2016-09-23,190439,4000.0
1689,T21691,C2115033,1983-02-15,M,AHMEDABAD,2997.45,2016-09-23,120732,50.0
1691,T21693,C4015872,1971-02-06,M,KOLKATA,8434.04,2016-09-23,115646,500.0
1692,T21694,C3566186,1986-07-12,M,CHENNAI,269980.03,2016-09-23,115655,352.0
1693,T21695,C2235674,1988-07-15,M,GURGAON,4096.59,2016-09-23,120149,6948.0
1694,T21696,C2638559,1992-10-10,F,FIROZABAD,151907.55,2016-09-23,190730,36414.0
1695,T21697,C7740981,1989-01-31,M,BANGALORE,6671.18,2016-09-23,191111,100.0
1696,T21698,C1818242,1981-02-26,M,HYDERABAD,2083.48,2016-09-23,191323,2499.0
1697,T21699,C4239364,1948-06-05,F,DELHI,2113403.12,2016-09-23,191508,13000.0
1698,T21700,C6729875,1991-06-03,F,DELHI,26593.18,2016-09-23,200125,754.0
1699,T21701,C4519739,1984-11-25,M,GURGAON,63949.17,2016-09-23,195839,65.0
1700,T21702,C4125349,1970-12-04,F,DELHI,7912.37,2016-09-23,194407,100.0
1701,T21703,C5922411,1991-01-12,F,DELHI,59218.35,2016-09-23,191005,175.0
1702,T21704,C8829428,1991-08-29,M,BANGALORE,1666.67,2016-09-23,191401,140.0
1703,T21705,C2122838,1992-05-03,F,GHAZIABAD,41658.24,2016-09-23,191554,220.0
1704,T21706,C2284176,1997-03-06,F,GURGAON,18907.66,2016-09-23,190018,1324.0
1705,T21707,C1815086,1992-08-10,F,NEW DELHI,369.15,2016-09-23,192637,336.0
1706,T21708,C8431358,1994-10-18,M,SATNA,3324.19,2016-09-23,195709,195.0
1707,T21709,C6125541,1989-08-05,M,EXCOM HOUSE MUMBAI,14766.82,2016-09-23,195955,160.0
1709,T21711,C6318368,1990-02-03,M,NEW DELHI,317674.47,2016-09-23,195957,313.3
1710,T21712,C6033866,1990-04-18,M,GHAZIABAD,218.14,2016-09-23,114746,510.0
1711,T21713,C2325874,1977-11-23,M,RUDRAPUR,4847.28,2016-09-23,114750,70.0
1712,T21714,C3929759,1986-08-26,M,VELLORE,17797.45,2016-09-23,115619,185.0
1713,T21715,C5234652,1982-11-15,M,KOLHAPUR,260779.12,2016-09-23,115139,2361.0
1714,T21716,C3842971,1977-12-10,F,BANGALORE,501223.62,2016-09-23,115140,5107.0
1715,T21717,C4529222,1981-12-04,M,BELGAUM,9872.39,2016-09-23,115438,300.0
1716,T21718,C4817681,1993-04-05,M,DEHRADUN,2121.46,2016-09-23,115908,746.0
1717,T21719,C7225858,1964-05-18,M,MUMBAI,244537.92,2016-09-23,190909,375.0
1718,T21720,C8432235,1969-06-15,M,GURGAON,535593.86,2016-09-23,191333,300.0
1719,T21721,C1431413,1989-12-22,M,GREATER NOIDA,52.14,2016-09-23,191247,1200.0
1720,T21722,C6431084,1990-10-11,M,NOIDA,17295.93,2016-09-23,191502,360.0
1721,T21723,C1136665,1989-10-04,M,FARIDABAD,124338.51,2016-09-23,195359,99.0
1722,T21724,C6418772,1993-01-20,F,HOWRAH,10586.31,2016-09-23,195607,1065.5
1723,T21725,C1339313,1978-11-15,M,THANE,10281.43,2016-09-23,192300,755.0
1724,T21726,C4311084,1996-12-19,M,THIRUVULLORE,16.53,2016-09-23,192308,100.0
1725,T21727,C4532975,1992-11-07,F,LUCKNOW,5736.53,2016-09-23,114822,300.0
1726,T21728,C3628447,1973-05-19,M,NAWANSHAHR,620.41,2016-09-23,115407,2479.0
1727,T21729,C4029887,1977-01-08,M,DELHI,86751.77,2016-09-23,115408,1474.0
1728,T21730,C6317461,1986-01-02,M,MUMBAI,108587.55,2016-09-23,131005,560.0
1729,T21731,C8336959,1989-09-29,M,RANGAREDDY,5942.0,2016-09-23,124055,576.73
1730,T21732,C4138670,1990-10-13,M,AHMEDABAD,209.12,2016-09-23,124058,2070.0
1731,T21733,C9015114,1976-12-09,F,THANE,21916.27,2016-09-23,193350,7317.0
1732,T21734,C4721028,1996-06-07,M,FIROZABAD,1588.89,2016-09-23,194717,440.0
1734,T21736,C2118141,1960-01-13,M,NEW DELHI,3491811.24,2016-09-23,193647,3818.0
1735,T21737,C1011123,1988-02-28,M,OFFICE PURBA MEDINIPUR,9246.98,2016-09-23,120453,100.0
1736,T21738,C3596143,1980-02-04,M,VIHAR BUS STOP APNA BAZAR SO THANE,232051.26,2016-09-23,124253,901.0
1737,T21739,C4992774,1988-06-29,M,GURGAON,42.21,2016-09-23,124340,1100.0
1738,T21740,C8927586,1969-04-20,M,JHANSI,7714.16,2016-09-23,120606,57.0
1739,T21741,C1113781,1990-11-20,M,BALRAMPUR,9841.42,2016-09-23,192811,2269.0
1740,T21742,C9021984,1987-09-13,M,HOWRAH,27588.45,2016-09-23,192233,536.0
1741,T21743,C6834078,1990-11-18,M,NO 3 KALYANI NAGAR PUNE,17532.42,2016-09-23,193854,70.0
1742,T21744,C1324334,1991-08-14,M,AMBEDKAR NAGAR,33539.03,2016-09-23,193854,50.0
1743,T21745,C7242471,1968-01-01,M,24 PARGANAS NEW RAIPUR,27853.67,2016-09-23,193924,500.0
1744,T21746,C2641365,1978-11-24,M,MUMBAI,73391.53,2016-09-23,193924,350.0
1745,T21747,C2557427,1980-06-24,M,DELHI,8666.44,2016-09-23,192524,50.0
1746,T21748,C8139185,1988-12-24,F,GURGAON,18498.66,2016-09-23,194328,247.0
1747,T21749,C5229741,1993-11-14,M,GURGAON,6564.77,2016-09-23,124129,297.0
1748,T21750,C8925463,1981-10-02,M,MUMBAI,23651.19,2016-09-23,123539,265.0
1749,T21751,C4550644,1987-05-09,F,INDORE,53403.14,2016-09-23,122251,412.76
1750,T21752,C7338420,1993-05-16,F,MUMBAI,32924.81,2016-09-23,130542,478.0
1751,T21753,C6415878,1993-03-18,M,SIROHI,74798.57,2016-09-23,192143,100.0
1752,T21754,C7240126,1997-02-21,M,GURGAON,183.29,2016-09-23,201718,4800.0
1753,T21755,C1931362,1989-01-01,M,AHMEDABAD,13508.59,2016-09-23,201718,29.0
1754,T21756,C4693167,1988-03-23,F,NOIDA,34006.04,2016-09-23,122329,150.0
1755,T21757,C4342025,1984-08-15,M,DELHI,39107.2,2016-09-23,121556,500.0
1757,T21759,C7812781,1987-05-08,M,BADAUN,340941.81,2016-09-23,130644,150.0
1758,T21760,C8937947,1981-07-18,M,HYDERABAD,247.68,2016-09-23,121902,310.0
1759,T21761,C2810762,1990-11-18,M,BANGALORE,16699.9,2016-09-23,122147,1535.69
1761,T21763,C7569445,1991-11-25,F,MUMBAI,8934.41,2016-09-23,193730,379.0
1762,T21764,C5381317,1978-12-26,M,GHAZIABAD,34402.23,2016-09-23,194500,500.0
1763,T21765,C3220331,1980-08-26,M,CHENNAI,77334.21,2016-09-23,192718,398.0
1764,T21766,C2128125,1980-10-26,F,PUNE,1183057.65,2016-09-23,192718,178.4
1765,T21767,C1322419,1971-06-03,M,SRINAGAR,9076.58,2016-09-23,192703,500.0
1766,T21768,C7927155,1980-09-25,M,BANGALORE,213474.52,2016-09-23,201919,279.0
1767,T21769,C8933173,1997-05-04,M,AMBALA CANTT,7668.42,2016-09-23,201923,23.0
1768,T21770,C6620861,1992-09-26,M,MUNICIPALITY KOLKATA,1378.78,2016-09-23,123208,730.0
1769,T21771,C2024279,1991-10-04,F,NEW DELHI,52627.67,2016-09-23,125128,1500.0
1770,T21772,C8277235,1965-08-15,F,PANJIM,13252.26,2016-09-23,125515,31.0
1772,T21774,C1877338,1993-05-05,M,MUMBAI,7673.06,2016-09-23,124305,1.0
1773,T21775,C9020884,1970-02-04,M,BANGALORE,3800.56,2016-09-23,124303,936.0
1774,T21776,C8136611,1986-03-18,M,AHMEDABAD,15021.26,2016-09-23,131026,4500.0
1775,T21777,C3034184,1986-02-08,M,DELHI,3037.38,2016-09-23,124444,974.0
1776,T21778,C8610343,1988-08-23,M,SRIKAKULAM,8966.44,2016-09-23,193951,42.0
1777,T21779,C2215578,1994-11-05,M,TALUK KANCHEEPURAM DIST,289.56,2016-09-23,194048,10.0
1778,T21780,C1636190,1982-09-28,F,GURGAON,164262.57,2016-09-23,193320,2289.0
1779,T21781,C8126162,1988-12-28,M,GURGAON,7655.17,2016-09-23,195555,100.0
1781,T21783,C5438737,1993-07-23,M,GURGAON,4354.01,2016-09-23,194158,100.85
1782,T21784,C8115571,1967-07-30,M,DELHI,39991.95,2016-09-23,194457,540.0
1783,T21785,C3626390,1994-03-26,M,GORAKHPUR,1104.76,2016-09-23,201200,15.0
1784,T21786,C4723931,1978-10-29,M,DURGAPUR,27443.42,2016-09-23,201451,594.0
1785,T21787,C7336719,1994-04-03,M,BANGALORE,3621.26,2016-09-23,123739,2000.0
1786,T21788,C4820177,1989-02-05,F,GURGAON,12806.37,2016-09-23,124212,800.0
1787,T21789,C6839271,1991-10-15,M,ROAD BANGALORE,46106.55,2016-09-23,124432,100.0
1788,T21790,C8147442,1991-01-08,M,NEW DELHI,7711.57,2016-09-23,195402,150.0
1790,T21792,C6325751,1989-08-25,M,TRICHY,37292.15,2016-09-23,124219,265.0
1791,T21793,C8913141,1990-05-01,M,PUDUCHERRY,9765.25,2016-09-23,130930,358.0
1792,T21794,C5430638,1989-04-09,M,HYDERABAD,953.83,2016-09-23,130931,872.0
1793,T21795,C1140150,1992-10-10,M,DELHI,27880.42,2016-09-23,194620,99.0
1794,T21796,C5428324,1980-05-08,M,BILASPUR,10216.46,2016-09-23,201746,210.0
1795,T21797,C4440812,1987-02-20,M,AHMEDABAD,11885.94,2016-09-23,200220,1466.88
1796,T21798,C5821960,1982-03-20,M,UJJAIN,164450.53,2016-09-23,200952,220.0
1797,T21799,C4961614,1994-06-01,M,NEW DELHI,568.33,2016-09-23,200953,30.0
1798,T21800,C4996175,1979-10-16,M,CHENNAI,11392.95,2016-09-23,200805,19.0
1799,T21801,C8540761,1973-07-11,F,CHENNAI,513927.08,2016-09-23,124027,178.0
1800,T21802,C4623078,1981-12-28,M,NASHIK,11179.97,2016-09-23,123614,30.0
1802,T21804,C8322477,1984-10-10,M,SONEPAT,713806.09,2016-09-23,195150,4800.0
1803,T21805,C8223278,1981-02-12,M,BANGALORE,26789.4,2016-09-23,195150,1400.0
1804,T21806,C1260967,1985-08-05,M,ROAD ANDHERI (E) MUMBAI,3314.07,2016-09-23,195152,227.0
1805,T21807,C3337369,1985-03-07,F,MANGALORE,28297.0,2016-09-23,194711,1546.0
1806,T21808,C8318324,1990-02-03,M,NEW DELHI,317674.47,2016-09-23,194930,504.9
1807,T21809,C4526478,1982-04-04,M,MOHALI,2940.25,2016-09-23,194930,1600.0
1808,T21810,C3517729,1986-12-14,M,NOIDA,136153.59,2016-09-23,195138,1000.0
1810,T21812,C8931038,1985-01-02,M,GURGAON,91071.05,2016-09-23,123923,280.0
1811,T21813,C3439943,1952-12-21,F,HOSHIARPUR,69079.38,2016-09-23,124136,362.55
1812,T21814,C2719736,1982-08-16,F,NAGPUR,13823.36,2016-09-23,122727,1800.0
1813,T21815,C4842930,1991-07-06,M,VIJAYAWADA,158.82,2016-09-23,122940,100.0
1814,T21816,C1315677,1989-11-01,F,GHAZIABAD,2710.39,2016-09-23,122601,30.0
1815,T21817,C3217684,1985-09-21,M,BANGALORE,627837.48,2016-09-23,122603,2150.0
1816,T21818,C2617682,1975-01-25,F,THANE WEST,19462.04,2016-09-23,122827,1168.0
1817,T21819,C6234675,1993-11-28,M,SONIPAT,193342.5,2016-09-23,122957,345.0
1818,T21820,C3834179,1976-11-19,M,HYDERABAD,47489.84,2016-09-23,200024,25.0
1819,T21821,C8431174,1980-06-15,M,BARNALA,0.0,2016-09-23,200029,200.0
1820,T21822,C6968651,1994-07-30,F,GURGAON,21152.14,2016-09-23,200132,1939.0
1821,T21823,C2091145,1992-07-01,M,ZIRAKPUR,1039.78,2016-09-23,200215,4045.0
1823,T21825,C6116552,1978-12-18,M,NEW DELHI,81008.12,2016-09-23,200820,2300.0
1824,T21826,C2340279,1987-12-18,M,ROOP NAGAR,5444.44,2016-09-23,200824,508.0
1825,T21827,C2429561,1990-12-11,F,CHENNAI,9041.95,2016-09-23,124745,200.0
1826,T21828,C1218241,1988-05-18,M,MUMBAI,300427.91,2016-09-23,123655,300.0
1828,T21830,C6813868,1990-05-25,F,MAHENDRAGARH,35264.81,2016-09-23,201233,347.0
1829,T21831,C8123972,1994-10-07,F,DELHI,12992.61,2016-09-23,201317,1230.0
1830,T21832,C6227970,1993-08-25,M,GURGAON,155119.93,2016-09-23,201409,210.0
1831,T21833,C8836319,1971-12-22,M,PUNE,20943.89,2016-09-23,204940,270.0
1832,T21834,C6433615,1989-12-04,F,BANGALORE,5545.35,2016-09-23,202341,799.0
1833,T21835,C7434562,1984-01-04,M,KORAMANGALA 1ST BLOCK BANGALORE,100550.64,2016-09-23,202429,95.0
1834,T21836,C7015079,1985-02-17,M,NEW DELHI,9704.46,2016-09-23,202552,101.15
1835,T21837,C5755558,1986-10-04,M,MUMBAI,2669.34,2016-09-23,202404,4521.5
1836,T21838,C6532548,1992-01-07,M,BANGALORE,22015.88,2016-09-23,211406,135.0
1838,T21840,C3253359,1991-08-05,M,AHMEDABAD,50662.22,2016-09-23,211423,133.0
1839,T21841,C6433456,1983-09-06,M,PANCHKULA,7472.44,2016-09-23,133514,300.0
1840,T21842,C1228973,1984-05-15,M,CHENNAI,14446.76,2016-09-23,133519,200.0
1841,T21843,C5440091,1993-12-19,F,NEW DELHI,36945.66,2016-09-23,133524,200.0
1842,T21844,C6536021,1995-11-25,M,KHARAR,594.94,2016-09-23,133628,999.0
1843,T21845,C4538153,1986-05-23,M,CHENNAI,11161.84,2016-09-23,133631,30.0
1844,T21846,C8938327,1994-05-03,M,BUDAUN,10919.0,2016-09-23,134938,0.0
1845,T21847,C3228832,1986-03-19,M,VIZIANAGARAM,5081.23,2016-09-23,135157,803.0
1846,T21848,C3539059,1994-01-15,F,NAGAR NOIDA,23108.65,2016-09-23,133311,140.0
1847,T21849,C3834242,1983-08-16,M,NASHIK,7961.13,2016-09-23,132943,1.0
1848,T21850,C5026613,1992-07-22,F,NOIDA,7693.8,2016-09-23,200707,100.0
1849,T21851,C3654118,1995-10-27,M,AGRA,1370.25,2016-09-23,205338,25.0
1850,T21852,C8235839,1982-01-05,M,NOIDA,131.96,2016-09-23,200605,1338.0
1851,T21853,C1729034,1958-08-15,F,UDAIPUR,222822.7,2016-09-23,200806,6421.0
1852,T21854,C2441031,1991-03-15,M,BANGALORE,56.67,2016-09-23,201038,240.0
1853,T21855,C4020962,1997-01-27,F,CHURACHANDPUR,5051.18,2016-09-23,201426,560.0
1854,T21856,C8539946,1947-08-30,F,NEW DELHI,651527.39,2016-09-23,201442,800.0
1855,T21857,C4522970,1974-11-11,F,CHENNAI,85395.15,2016-09-23,132926,1149.0
1856,T21858,C2536384,1997-09-18,F,MUMBAI,2118.05,2016-09-23,134629,799.0
1857,T21859,C2084325,1992-07-30,M,BANK PUNE,11466.02,2016-09-23,131158,2000.0
1858,T21860,C7322444,1974-11-05,M,MUMBAI,11945.9,2016-09-23,202229,200.0
1859,T21861,C1333627,1990-12-04,F,MUMBAI,19424.6,2016-09-23,203108,1150.0
1860,T21862,C5918868,1988-05-02,M,OKHLA INDUSTRIAL ESTATE NEW DELHI,22652.92,2016-09-23,202245,1102.0
1861,T21863,C2631746,1982-12-12,M,HYDERABAD,184664.09,2016-09-23,202246,250.0
1862,T21864,C6916441,1991-03-06,M,BANGALORE,62400.44,2016-09-23,211250,368.0
1863,T21865,C7273786,1996-04-04,M,SOLAN,3252.88,2016-09-23,211348,20.0
1864,T21866,C2168520,1989-11-24,F,DELHI,5096.22,2016-09-23,212130,624.0
1865,T21867,C5357280,1990-09-16,M,MUMBAI,6022.46,2016-09-23,201905,496.0
1866,T21868,C5415684,1993-01-03,M,DELHI,83229.25,2016-09-23,211533,7089.68
1867,T21869,C8124144,1984-04-09,M,ANDHERI W MUMBAI,46655.5,2016-09-23,211622,700.0
1869,T21871,C2022421,1991-06-04,M,NADIA,1008.0,2016-09-23,132017,6872.26
1870,T21872,C7511826,1986-10-14,M,CHANDRAPUR DIST,35978.13,2016-09-23,131759,599.0
1871,T21873,C7423931,1992-08-16,M,MUMBAI,1370.43,2016-09-23,132019,70.0
1872,T21874,C7129571,1979-01-01,M,DAMTAL,22103.81,2016-09-27,132420,1000.0
1873,T21875,C2186919,1971-02-17,M,MODI NAGAR,120.06,2016-09-27,133139,67.0
1874,T21876,C1816585,1991-08-16,F,DELHI,99696.78,2016-09-27,132852,355.0
1875,T21877,C8226122,1991-07-23,M,KHARAR,207390.11,2016-09-23,202830,245.0
1876,T21878,C6517984,1988-03-03,M,LUCKNOW,4853.34,2016-09-23,202830,315.0
1877,T21879,C3016256,1979-07-11,F,PANIPAT,157605.65,2016-09-23,203356,1888.0
1878,T21880,C4213889,1988-07-21,M,BANGALORE,31401.41,2016-09-23,203507,515.0
1879,T21881,C1821715,1972-12-18,F,MUMBAI,0.0,2016-09-23,110509,60.0
1880,T21882,C5615174,1992-02-20,M,NEW DELHI,253453.24,2016-09-23,203816,1658.0
1881,T21883,C8829325,1989-10-10,M,NEW DELHI,11512.77,2016-09-23,203818,200.0
1882,T21884,C6634212,1987-02-05,F,MUMBAI,1170604.93,2016-09-23,204049,6465.0
1885,T21887,C6128049,1992-06-14,M,BOKARO,178.76,2016-09-23,195425,98.0
1886,T21888,C8219612,1990-03-31,F,MUMBAI,930.61,2016-09-23,195638,788.0
1887,T21889,C7913386,1987-09-24,M,GURGAON,72016.85,2016-09-23,195746,521.0
1888,T21890,C2411140,1992-07-20,F,YAMUNANAGAR,5609.33,2016-09-23,195027,148.0
1889,T21891,C1229120,1992-03-02,F,BAREILLY,51558.14,2016-09-23,124234,100.0
1891,T21893,C3935488,1986-09-24,M,NOIDA,86815.4,2016-09-23,125042,5025.0
1892,T21894,C6780339,1983-10-08,F,NEW DELHI,499.3,2016-09-23,131655,546.0
1893,T21895,C5322977,1986-08-14,M,PUNE,347186.16,2016-09-23,130527,670.0
1894,T21896,C2513144,1989-09-26,F,DELHI,48.32,2016-09-23,130942,100.0
1895,T21897,C2337317,1993-08-13,M,BANGALORE,7799.71,2016-09-23,131011,600.0
1896,T21898,C7532347,1984-11-15,M,PUNE,25756.82,2016-09-23,131011,466.0
1897,T21899,C8445930,1970-10-01,F,DELHI DELHI,259367.58,2016-09-23,194411,1000.0
1898,T21900,C6332474,1986-01-12,F,BHOPAL,104387.65,2016-09-23,194818,441.0
1899,T21901,C5411252,1991-06-14,M,SURAT,148935.89,2016-09-23,195215,613.85
1900,T21902,C4113319,1972-04-11,M,BANGALORE,23541.22,2016-09-23,203744,400.0
1901,T21903,C7216477,1982-09-27,M,FARIDABAD,68571.01,2016-09-23,203848,260.0
1902,T21904,C4218454,1995-11-05,M,BANGALORE,5240.71,2016-09-23,195744,50.0
1903,T21905,C7617867,1986-12-09,F,HARIDWAR,18424.81,2016-09-23,200108,300.0
1904,T21906,C2117932,1980-12-10,M,GURGAON,21621.93,2016-09-23,200109,250.0
1905,T21907,C2316866,1990-09-14,M,GURGAON,19657.87,2016-09-23,200112,1700.0
1906,T21908,C6113148,1992-10-10,M,MUMBAI,73008.28,2016-09-23,130131,602.12
1908,T21910,C2240866,1984-08-08,M,SURAT,241.88,2016-09-23,125115,1.0
1909,T21911,C7022118,1988-07-06,M,ARLEM,4541.64,2016-09-23,125350,275.0
1910,T21912,C4135961,1982-12-23,M,NAVI MUMBAI,1763.51,2016-09-23,195611,246.0
1911,T21913,C7426491,1986-12-30,F,HYDERABAD,292107.56,2016-09-23,194531,1000.0
1912,T21914,C8314184,1991-01-21,F,BANGALORE,55990.8,2016-09-23,195242,343.43
1913,T21915,C8935819,1988-05-04,M,SIWAN,9716.43,2016-09-23,195243,200.0
1914,T21916,C3494587,1983-04-30,F,NOIDA,3490.45,2016-09-23,195300,1169.0
1915,T21917,C8516659,1992-04-24,M,CHENNAI,7027.53,2016-09-23,125044,240.0
1916,T21918,C6818153,1988-04-29,M,COOCH BEHAR,17471.91,2016-09-23,125555,50.0
1917,T21919,C4385948,1985-09-30,M,BANGALORE,4.27,2016-09-23,125350,238.0
1918,T21920,C1628087,1984-05-11,M,ERODE,3186.8,2016-09-23,195122,4000.0
1920,T21922,C8421883,1986-11-07,M,VISAKHAPATNAM,6331.91,2016-09-23,194427,1600.0
1921,T21923,C2816040,1991-05-24,F,BANGALORE,435953.75,2016-09-23,71428,1.0
1922,T21924,C4512092,1968-07-29,F,PANAJI,22538.8,2016-09-23,194442,1025.0
1923,T21925,C1012844,1995-12-06,M,NEW DELHI,16661.13,2016-09-23,194156,250.0
1924,T21926,C8040882,1964-08-06,F,DELHI,10171.93,2016-09-23,200727,147.0
1925,T21927,C5642277,1978-08-15,F,GREATER NOIDA (WEST),9176.98,2016-09-23,195930,101.0
1926,T21928,C7121178,1993-05-14,M,PATIALA,8341.43,2016-09-23,200057,30.0
1927,T21929,C3124982,1981-07-07,M,MUMBAI,132.33,2016-09-23,200001,542.0
1928,T21930,C7320621,1981-01-05,M,SURAT,27810.12,2016-09-23,195228,20.0
1929,T21931,C3619316,1983-08-26,F,BARIATU ROAD RANCHI RANCHI,15221.64,2016-09-23,204436,1287.0
1930,T21932,C2426975,1974-07-12,M,GURGAON,453251.54,2016-09-23,124605,900.0
1931,T21933,C1141626,1981-02-27,M,MUMBAI,50.27,2016-09-23,32805,120.0
1932,T21934,C8016376,1989-08-09,M,LUDHIANA,2068.54,2016-09-23,130041,50.0
1933,T21935,C7410648,1991-06-08,M,MEERUT,45856.24,2016-09-23,124638,655.0
1934,T21936,C2430828,1950-06-05,M,PARVATI PUNE,17340.79,2016-09-23,194252,1072.03
1935,T21937,C4823718,1990-03-19,F,MUMBAI,6694.71,2016-09-23,204209,500.0
1936,T21938,C3061226,1985-10-07,M,HAORA,50.66,2016-09-23,194713,570.0
1937,T21939,C7422989,1992-05-10,M,PATNA,103.36,2016-09-23,194719,89.0
1938,T21940,C3017714,1980-05-23,M,DELHI,2415.99,2016-09-23,194925,299.0
1939,T21941,C1023639,1987-07-25,M,THANE,8589.22,2016-09-23,204039,350.0
1940,T21942,C4036463,1991-06-08,M,BHOPAL,45461.42,2016-09-23,130246,445.0
1942,T21944,C4540232,1983-05-25,F,GURGAON,12975.75,2016-09-23,125752,1254.0
1944,T21946,C2848840,1976-05-07,M,ROAD SAKET NEW DELHI,37510.26,2016-09-23,195201,82.95
1945,T21947,C6136692,1989-04-04,M,BANGALORE,13274.47,2016-09-23,195353,345.0
1946,T21948,C7839885,1985-12-30,M,PRAKASAM DIST,6516.65,2016-09-23,195827,33.0
1947,T21949,C3530131,1963-09-08,F,MUMBAI,63671.63,2016-09-23,110613,11300.0
1948,T21950,C3473955,1990-03-08,F,SWEETS CHENNAI,38644.12,2016-09-23,201942,356.0
1949,T21951,C1697375,1984-07-14,M,RAIGAD,7428.35,2016-09-23,203423,1849.1
1950,T21952,C4428848,1991-09-19,M,NOIDA,20150.16,2016-09-23,131422,113.17
1951,T21953,C8435389,1957-01-07,M,PUNE,5489.01,2016-09-23,132228,2080.0
1952,T21954,C8328443,1982-06-16,M,KOLKATA,1894.35,2016-09-23,132510,250.0
1953,T21955,C9015023,1988-10-31,F,KOLKATA,264.87,2016-09-23,195252,2802.0
1954,T21956,C5613323,1993-04-25,M,ZION SCHOOL CHENNAI,1457.88,2016-09-23,195657,41.0
1955,T21957,C6322384,1982-08-15,F,JAMSHEDPUR,4197.65,2016-09-23,194322,400.0
1956,T21958,C4413891,1991-03-14,M,GHAZIABAD,13344.45,2016-09-23,200730,94.0
1957,T21959,C4322752,1990-01-13,M,DELHI,18724.3,2016-09-23,200730,65.0
1958,T21960,C5714811,1961-08-16,M,PATNA,43903.37,2016-09-23,203732,1015.0
1959,T21961,C8942164,1993-08-15,M,PORTBLAIR,406.94,2016-09-23,204021,380.0
